<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.09.04	18:00:00	45411.3	45428.3	45400.3	45414.3	1835	0	20
2025.09.04	18:15:00	45414.3	45486.3	45411.8	45474.0	1696	0	20
2025.09.04	18:30:00	45475.8	45497.3	45461.3	45483.3	1548	0	20
2025.09.04	18:45:00	45483.3	45510.3	45480.3	45480.3	1725	0	20
2025.09.04	19:00:00	45480.3	45518.8	45480.3	45499.8	1496	0	20
2025.09.04	19:15:00	45500.8	45516.3	45481.5	45485.8	1363	0	20
2025.09.04	19:30:00	45485.3	45500.0	45455.8	45471.3	1465	0	20
2025.09.04	19:45:00	45471.3	45497.3	45465.3	45474.3	1258	0	20
2025.09.04	20:00:00	45475.3	45526.3	45472.3	45504.0	1310	0	20
2025.09.04	20:15:00	45504.0	45551.3	45503.3	45543.3	1131	0	20
2025.09.04	20:30:00	45543.3	45549.3	45521.3	45534.8	1070	0	20
2025.09.04	20:45:00	45535.3	45594.3	45534.5	45587.3	1306	0	20
2025.09.04	21:00:00	45587.3	45622.0	45587.3	45620.3	1306	0	20
2025.09.04	21:15:00	45620.3	45629.8	45583.3	45589.3	1146	0	20
2025.09.04	21:30:00	45589.3	45605.8	45574.8	45582.3	1152	0	20
2025.09.04	21:45:00	45582.3	45602.3	45578.3	45589.3	1071	0	20
2025.09.04	22:00:00	45588.3	45649.3	45585.8	45644.3	1195	0	20
2025.09.04	22:15:00	45644.3	45647.3	45609.3	45613.3	1329	0	20
2025.09.04	22:30:00	45612.3	45641.3	45603.3	45639.3	1221	0	20
2025.09.04	22:45:00	45638.3	45653.3	45603.0	45628.3	1856	0	20
2025.09.04	23:00:00	45631.3	45655.1	45612.8	45642.8	903	0	20
2025.09.04	23:15:00	45644.1	45660.6	45634.6	45646.3	747	0	34
2025.09.04	23:30:00	45646.3	45653.6	45642.6	45647.6	270	0	34
2025.09.04	23:45:00	45647.6	45659.6	45643.1	45645.6	238	0	34
2025.09.05	01:00:00	45637.3	45644.6	45617.8	45636.6	545	0	34
2025.09.05	01:15:00	45635.8	45648.6	45633.3	45635.8	315	0	34
2025.09.05	01:30:00	45635.8	45644.6	45630.8	45637.3	297	0	34
2025.09.05	01:45:00	45637.3	45648.8	45635.8	45646.3	219	0	34
